,MAE-gap,U_val,U_abs,U_under,U_over,KS,AbsDiff_hit,Var_hit,Gini_exposure,Exposure_tail,Exposure_pop
0,0.034872413,0.49814118658665785,0.49814118658665785,7.62202043600661e-05,0.4980649663822978,0.06363221564859417,0.03599584495106878,0.21575734130710303,0.0,0,9430
