,MAE-gap,U_val,U_abs,U_under,U_over,KS,AbsDiff_hit,Var_hit,Gini_exposure,Exposure_tail,Exposure_pop
0,0.034872413,0.49814118658665785,0.49814118658665785,7.62202043600661e-05,0.4980649663822978,0.06363221564859417,0.04982778415614236,0.19532436921492177,0.49915164369024406,8,9422
